"group";"order";"family";"genus";"species";"area";"country";"from";"to";"period";"origin";"summary";"reference";"href"
"Marine Mammal";"Cetartiodactyla";"Delphinidae";"Delphinus";"Delphinus delphis";"South West South Pacific Ocean";"New Zealand";2019;2020;"In 27th February 2019, and from 9th April 2019 to 4th January 2020";"Seawater";"All individuals (n=15) contained plastic items in their gastrointestinal tract. A total of 117 particles were identified.";"Stockin, K.A., Pantos, O., Betty, E.L., Pawley, M.D., Doake, F., Masterton, H., Palmer, E.I., Perrott, M.R., Nelms, S.E. & Machovsky-Capuska, G.E. 2021. Fourier transform infrared (FTIR) analysis identifies microplastics in stranded common dolphins (Delphinus delphis) from New Zealand waters. Marine Pollution Bulletin, 173, 113084.";"https://doi.org/10.1016/j.marpolbul.2021.113084"
"Zooplankton (Marine)";"Calanoida";"Centropagidae";"Limnocalanus ";"Limnocalanus macrurus";"Baltic Sea";"Finland";2021;2021;"Previous to 2021";"Laboratory experiment";"Laboratory experiment";"Lehtiniemi, M., Hartikainen, S., Turja, R., Lehtonen, K.K., Vepsäläinen, J., Peräniemi, S., Leskinen, J. & Setälä, O. 2021. Exposure to leachates from post-consumer plastic and recycled rubber causes stress responses and mortality in a copepod Limnocalanus macrurus. Marine Pollution Bulletin, 173, 113103.";"https://doi.org/10.1016/j.marpolbul.2021.113103"
"Marine Reptil";"Testudines";"Cheloniidae";"Chelonia";"Chelonia mydas";"Gulf of Mexico";"USA";1987;2019;"From 1987 to 2009 and 2019";"Seawater";"A total of 238 out of 464 individuals (48.7%) contained plastic items in their gastrointestinal trtact.";"Choi, D.Y., Gredzens, C. & Shaver, D.J. 2021. Plastic ingestion by green turtles (Chelonia mydas) over 33 years along the coast of Texas, USA. Marine Pollution Bulletin, 173, 113111.";"https://doi.org/10.1016/j.marpolbul.2021.113111"
"Marine Mammal";"Cetartiodactyla";"Delphinidae";"Tursiops";"Tursiops truncatus";"Macaronesia";"Madeira (Portugal)";2018;2018;"3rd August 2018";"Seawater";"Microplastics was reported in the gastrointestinal tract (n=1).";"Montoto-Martínez, T., De la Fuente, J., Puig-Lozano, R., Marques, N., Arbelo, M., Hernández-Brito, J.J., Fernández, A. & Gelado-Caballero, M.D. 2021. Microplastics, bisphenols, phthalates and pesticides in odontocete species in the Macaronesian Region (Eastern North Atlantic). Marine Pollution Bulletin, 173, 113105.";"https://doi.org/10.1016/j.marpolbul.2021.113105"
"Marine Mammal";"Cetartiodactyla";"Delphinidae";"Stenella";"Stenella coeruleoalba";"Macaronesia";"Madeira (Portugal)";2018;2018;"6th June 2018";"Seawater";"Microplastics was reported in the gastrointestinal tract (n=1).";"Montoto-Martínez, T., De la Fuente, J., Puig-Lozano, R., Marques, N., Arbelo, M., Hernández-Brito, J.J., Fernández, A. & Gelado-Caballero, M.D. 2021. Microplastics, bisphenols, phthalates and pesticides in odontocete species in the Macaronesian Region (Eastern North Atlantic). Marine Pollution Bulletin, 173, 113105.";"https://doi.org/10.1016/j.marpolbul.2021.113105"
"Marine Mammal";"Cetartiodactyla";"Delphinidae";"Globicephala";"Globicephala macrorhyncus";"Macaronesia";"Canary Islands (Spain)";2018;2018;"4th July 2018";"Seawater";"Microplastics was reported in the gastrointestinal tract (n=1).";"Montoto-Martínez, T., De la Fuente, J., Puig-Lozano, R., Marques, N., Arbelo, M., Hernández-Brito, J.J., Fernández, A. & Gelado-Caballero, M.D. 2021. Microplastics, bisphenols, phthalates and pesticides in odontocete species in the Macaronesian Region (Eastern North Atlantic). Marine Pollution Bulletin, 173, 113105.";"https://doi.org/10.1016/j.marpolbul.2021.113105"
"Marine Mammal";"Cetartiodactyla";"Delphinidae";"Tursiops";"Tursiops truncatus";"Macaronesia";"Canary Islands (Spain)";2018;2018;"25th September 2018";"Seawater";"Small pieces of plastic debris were forun in the stomach (n=1). Microplastics was reported in the gastrointestinal tract.";"Montoto-Martínez, T., De la Fuente, J., Puig-Lozano, R., Marques, N., Arbelo, M., Hernández-Brito, J.J., Fernández, A. & Gelado-Caballero, M.D. 2021. Microplastics, bisphenols, phthalates and pesticides in odontocete species in the Macaronesian Region (Eastern North Atlantic). Marine Pollution Bulletin, 173, 113105.";"https://doi.org/10.1016/j.marpolbul.2021.113105"
"Marine Mammal";"Cetartiodactyla";"Kogiidae";"Kogia";"Kogia breviceps";"Macaronesia";"Canary Islands (Spain)";2019;2019;"16th February 2019";"Seawater";"Microplastics was reported in the gastrointestinal tract (n=1).";"Montoto-Martínez, T., De la Fuente, J., Puig-Lozano, R., Marques, N., Arbelo, M., Hernández-Brito, J.J., Fernández, A. & Gelado-Caballero, M.D. 2021. Microplastics, bisphenols, phthalates and pesticides in odontocete species in the Macaronesian Region (Eastern North Atlantic). Marine Pollution Bulletin, 173, 113105.";"https://doi.org/10.1016/j.marpolbul.2021.113105"
"Marine Mammal";"Cetartiodactyla";"Delphinidae";"Lagenodelphis";"Lagenodelphis hosei";"Macaronesia";"Canary Islands (Spain)";2019;2019;"5th March 2019";"Seawater";"Microplastics was reported in the gastrointestinal tract (n=1).";"Montoto-Martínez, T., De la Fuente, J., Puig-Lozano, R., Marques, N., Arbelo, M., Hernández-Brito, J.J., Fernández, A. & Gelado-Caballero, M.D. 2021. Microplastics, bisphenols, phthalates and pesticides in odontocete species in the Macaronesian Region (Eastern North Atlantic). Marine Pollution Bulletin, 173, 113105.";"https://doi.org/10.1016/j.marpolbul.2021.113105"
"Marine Mammal";"Cetartiodactyla";"Delphinidae";"Grampus";"Grampus griseus";"Macaronesia";"Canary Islands (Spain)";2018;2019;"20th October 2018 and 5th April 2019";"Seawater";"Microplastics was reported in the gastrointestinal tract (n=2).";"Montoto-Martínez, T., De la Fuente, J., Puig-Lozano, R., Marques, N., Arbelo, M., Hernández-Brito, J.J., Fernández, A. & Gelado-Caballero, M.D. 2021. Microplastics, bisphenols, phthalates and pesticides in odontocete species in the Macaronesian Region (Eastern North Atlantic). Marine Pollution Bulletin, 173, 113105.";"https://doi.org/10.1016/j.marpolbul.2021.113105"
"Marine Mammal";"Cetartiodactyla";"Delphinidae";"Stenella";"Stenella coeruleoalba";"Macaronesia";"Canary Islands (Spain)";2018;2019;"22nd September 2018, and 21st January, 14th February and 20th april 2019";"Seawater";"Microplastics was reported in the gastrointestinal tract (n=4).";"Montoto-Martínez, T., De la Fuente, J., Puig-Lozano, R., Marques, N., Arbelo, M., Hernández-Brito, J.J., Fernández, A. & Gelado-Caballero, M.D. 2021. Microplastics, bisphenols, phthalates and pesticides in odontocete species in the Macaronesian Region (Eastern North Atlantic). Marine Pollution Bulletin, 173, 113105.";"https://doi.org/10.1016/j.marpolbul.2021.113105"
"Mollusks (Marine Bivalves)";"Venerida";"Mesodesmatidae ";"Amarilladesma ";"Amarilladesma mactroides";"South West South Atlantic Ocean";"Argentina";2020;2020;"Spring 2020";"Seawater";"An average of 0.33 ± 0.1 particles g-1 w.w. was reported (n=30).";"Truchet, D.M., López, A.F., Ardusso, M.G., Rimondino, G.N., Buzzi, N.S., Malanca, F.E., Spetter, C.V. & Severini, M.F. 2021. Microplastics in bivalves, water and sediments from a touristic sandy beach of Argentina. Marine Pollution Bulletin, 173, 113023.";"https://doi.org/10.1016/j.marpolbul.2021.113023"
"Mollusks (Marine Bivalves)";"Mytilida ";"Mytilidae";"Brachidontes ";"Brachidontes rodriguezii";"South West South Atlantic Ocean";"Argentina";2020;2020;"Spring 2020";"Seawater";"An average of 0.17 ± 0.07 particles g-1 w.w. was reported (n=90).";"Truchet, D.M., López, A.F., Ardusso, M.G., Rimondino, G.N., Buzzi, N.S., Malanca, F.E., Spetter, C.V. & Severini, M.F. 2021. Microplastics in bivalves, water and sediments from a touristic sandy beach of Argentina. Marine Pollution Bulletin, 173, 113023.";"https://doi.org/10.1016/j.marpolbul.2021.113023"
"Marine Reptil";"Testudines";"Cheloniidae";"Eretmochelys";"Eretmochelys imbricata";"Persian Gulf";"United Arab Emirates";2016;2021;"From begining of January 2016 to 15th October 2021";"Seawater";"A total of five out of six individuals (83.3%) contained plastic items in their gastrointestinal tract.";"Yaghmour, F., Al Bousi, M., Al Naqbi, H., Samara, F. & Ghalayini, T. 2021. Junk food: A preliminary analysis of ingested marine debris by hawksbill Eretmochelys imbricata and Olive Ridley Lepidochelys olivacea sea turtles (Testudines: Cheloniidae) from the eastern coast of the United Arab Emirates. Marine Pollution Bulletin, 173, 113073.";"https://doi.org/10.1016/j.marpolbul.2021.113073"
"Marine Reptil";"Testudines";"Cheloniidae";"Lepidochelys";"Lepidochelys olivacea";"Persian Gulf";"United Arab Emirates";2016;2021;"From begining of January 2016 to 15th October 2021";"Seawater";"A total of two out of seven individuals (28.6%) contained plastic items in their gastrointestinal tract.";"Yaghmour, F., Al Bousi, M., Al Naqbi, H., Samara, F. & Ghalayini, T. 2021. Junk food: A preliminary analysis of ingested marine debris by hawksbill Eretmochelys imbricata and Olive Ridley Lepidochelys olivacea sea turtles (Testudines: Cheloniidae) from the eastern coast of the United Arab Emirates. Marine Pollution Bulletin, 173, 113073.";"https://doi.org/10.1016/j.marpolbul.2021.113073"
"Cephalopod";"Octopoda";"Octopodidae";"Octopus";"Octopus vulgaris";"Central Mediterranean Sea";"Italy";2020;2020;"From February to November 2020";"Seawater";"All individuals (n=6) contained plastic items in their gastrointestinal tract. A total of 62 particles were reported.";"Pedà, C., Longo, F., Berti, C., Laface, F., De Domenico, F., Consoli, P., Battaglia, P., Greco, S. & Romeo, T. 2022. The waste collector: information from a pilot study on the interaction between the common octopus (Octopus vulgaris, Cuvier, 1797) and marine litter in bottom traps fishing and first evidence of plastic ingestion. Marine Pollution Bulletin, 174, 113185.";"https://doi.org/10.1016/j.marpolbul.2021.113185"
"Mollusks (Marine Gasteropod)";"Pteropoda ";"Limacinidae ";"Limacina";"Limacina retroversa";"Antarctic Ocean";"UK";2016;2016;"December 2016";"Laboratory experiment";"Laboratory experiment";"Manno, C., Peck, V.L., Corsi, I. & Bergami, E. 2022. Under pressure: Nanoplastics as a further stressor for sub-Antarctic pteropods already tackling ocean acidification. Marine Pollution Bulletin, 174, 113176.";"https://doi.org/10.1016/j.marpolbul.2021.113176"
"Algae & Plants";"Naviculales";"Phaeodactylaceae ";"Phaeodactylum ";"Phaeodactylum tricornutum";"West North Pacific Ocean";"China";2022;2022;"Previous to 2022";"Laboratory experiment";"Laboratory experiment (effects of plastics on growth was reported but no ingestion analysis was indicated)";"Lang, X., Ni, J. & He, Z. 2022. Effects of polystyrene microplastic on the growth and volatile halocarbons release of microalgae Phaeodactylum tricornutum. Marine Pollution Bulletin, 174, 113197.";"https://doi.org/10.1016/j.marpolbul.2021.113197"
"Mollusks (Marine Bivalves)";"Venerida";"Veneridae";"Chamelea ";"Chamelea gallina";"Black Sea";"Turkey";2017;2017;"August 2017";"Seawater";"A total of 187-188 out of 335 individuals (⁓56%) contained plastic items in their gastrointestinal tract.";"Gedik, K. & Gozler, A.M. 2022. Hallmarking microplastics of sediments and Chamelea gallina inhabiting Southwestern Black Sea: A hypothetical look at consumption risks. Marine Pollution Bulletin, 174, 113252.";"https://doi.org/10.1016/j.marpolbul.2021.113252"
"Marine Fish";"Aulopiformes";"Aulopidae ";"Aulopus";"Aulopus filamentosus";"Central Mediterranean Sea";"Italy";2020;2020;"29th May 2020";"Seawater";"A total of two out of four individuals (50%) contained plastic items in their gastrointestinal tract.";"Esposito, G., Prearo, M., Renzi, M., Anselmi, S., Cesarani, A., Barcelò, D., Dondo, A. & Pastorino, P. 2022. Occurrence of microplastics in the gastrointestinal tract of benthic by–catches from an eastern Mediterranean deep–sea environment. Marine Pollution Bulletin, 174, 113231.";"https://doi.org/10.1016/j.marpolbul.2021.113231"
"Marine Fish";"Gadiformes";"Macrouridae";"Coelorinchus";"Coelorinchus caelorhincus";"Central Mediterranean Sea";"Italy";2020;2020;"29th May 2020";"Seawater";"A total of six out of 14 individuals (43%) contained plastic items in their gastrointestinal tract.";"Esposito, G., Prearo, M., Renzi, M., Anselmi, S., Cesarani, A., Barcelò, D., Dondo, A. & Pastorino, P. 2022. Occurrence of microplastics in the gastrointestinal tract of benthic by–catches from an eastern Mediterranean deep–sea environment. Marine Pollution Bulletin, 174, 113231.";"https://doi.org/10.1016/j.marpolbul.2021.113231"
"Marine Fish";"Anguilliformes";"Ophichthidae ";"Dalophis";"Dalophis imberbis";"Central Mediterranean Sea";"Italy";2020;2020;"29th May 2020";"Seawater";"One of the two individuals (50%) contained plastic items in their gastrointestinal tract.";"Esposito, G., Prearo, M., Renzi, M., Anselmi, S., Cesarani, A., Barcelò, D., Dondo, A. & Pastorino, P. 2022. Occurrence of microplastics in the gastrointestinal tract of benthic by–catches from an eastern Mediterranean deep–sea environment. Marine Pollution Bulletin, 174, 113231.";"https://doi.org/10.1016/j.marpolbul.2021.113231"
"Marine Fish";"Squaliformes ";"Etmopteridae ";"Etmopterus";"Etmopterus spinax";"Central Mediterranean Sea";"Italy";2020;2020;"29th May 2020";"Seawater";"One of the three individuals (33%) contained plastic items in their gastrointestinal tract.";"Esposito, G., Prearo, M., Renzi, M., Anselmi, S., Cesarani, A., Barcelò, D., Dondo, A. & Pastorino, P. 2022. Occurrence of microplastics in the gastrointestinal tract of benthic by–catches from an eastern Mediterranean deep–sea environment. Marine Pollution Bulletin, 174, 113231.";"https://doi.org/10.1016/j.marpolbul.2021.113231"
"Marine Fish";"Carcharhiniformes";"Pentanchidae ";"Galeus";"Galeus melastomus";"Central Mediterranean Sea";"Italy";2020;2020;"29th May 2020";"Seawater";"A total of three out of four individuals (75%) contained plastic items in their gastrointestinal tract.";"Esposito, G., Prearo, M., Renzi, M., Anselmi, S., Cesarani, A., Barcelò, D., Dondo, A. & Pastorino, P. 2022. Occurrence of microplastics in the gastrointestinal tract of benthic by–catches from an eastern Mediterranean deep–sea environment. Marine Pollution Bulletin, 174, 113231.";"https://doi.org/10.1016/j.marpolbul.2021.113231"
"Marine Fish";"Anguilliformes ";"Nemichthyidae";"Nemichthys";"Nemichthys scolopaceus";"Central Mediterranean Sea";"Italy";2020;2020;"29th May 2020";"Seawater";"One of the two individuals (50%) contained plastic items in their gastrointestinal tract.";"Esposito, G., Prearo, M., Renzi, M., Anselmi, S., Cesarani, A., Barcelò, D., Dondo, A. & Pastorino, P. 2022. Occurrence of microplastics in the gastrointestinal tract of benthic by–catches from an eastern Mediterranean deep–sea environment. Marine Pollution Bulletin, 174, 113231.";"https://doi.org/10.1016/j.marpolbul.2021.113231"
"Marine Fish";"Carcharhiniformes";"Scyliorhinidae";"Scyliorhinus";"Scyliorhinus canicula";"Central Mediterranean Sea";"Italy";2020;2020;"29th May 2020";"Seawater";"One of the three individuals (33%) contained plastic items in their gastrointestinal tract.";"Esposito, G., Prearo, M., Renzi, M., Anselmi, S., Cesarani, A., Barcelò, D., Dondo, A. & Pastorino, P. 2022. Occurrence of microplastics in the gastrointestinal tract of benthic by–catches from an eastern Mediterranean deep–sea environment. Marine Pollution Bulletin, 174, 113231.";"https://doi.org/10.1016/j.marpolbul.2021.113231"
"Marine Fish";"Callionymiformes";"Callionymidae ";"Synchiropus";"Synchiropus phaeton";"Central Mediterranean Sea";"Italy";2020;2020;"29th May 2020";"Seawater";"One of the two individuals (50%) contained plastic items in their gastrointestinal tract.";"Esposito, G., Prearo, M., Renzi, M., Anselmi, S., Cesarani, A., Barcelò, D., Dondo, A. & Pastorino, P. 2022. Occurrence of microplastics in the gastrointestinal tract of benthic by–catches from an eastern Mediterranean deep–sea environment. Marine Pollution Bulletin, 174, 113231.";"https://doi.org/10.1016/j.marpolbul.2021.113231"
"Marine Fish";"Clupeiformes";"Engraulidae";"Engraulis";"Engraulis encrasicolus";"Central Mediterranean Sea";"Italy";2018;2019;"From December 2018 to March 2019";"Seawater";"A total of nine out of 30 individuals (30.0%) contained plastic items in their gastrointestinal tract.";"Mistri, M., Sfriso, A.A., Casoni, E., Nicoli, M., Vaccaro, C. & Munari, C. 2022. Microplastic accumulation in commercial fish from the Adriatic Sea. Marine Pollution Bulletin, 174, 113279.";"https://doi.org/10.1016/j.marpolbul.2021.113279"
"Marine Fish";"Clupeiformes";"Clupeidae";"Sardina";"Sardina pilchardus";"Central Mediterranean Sea";"Italy";2018;2019;"From December 2018 to March 2019";"Seawater";"A total of eight out of 30 individuals (26.7%) contained plastic items in their gastrointestinal tract.";"Mistri, M., Sfriso, A.A., Casoni, E., Nicoli, M., Vaccaro, C. & Munari, C. 2022. Microplastic accumulation in commercial fish from the Adriatic Sea. Marine Pollution Bulletin, 174, 113279.";"https://doi.org/10.1016/j.marpolbul.2021.113279"
"Marine Fish";"Gadiformes";"Merluccidae";"Merluccius";"Merluccius merluccius";"Central Mediterranean Sea";"Italy";2018;2019;"From December 2018 to March 2019";"Seawater";"A total of 17 out of 30 individuals (56.7%) contained plastic items in their gastrointestinal tract.";"Mistri, M., Sfriso, A.A., Casoni, E., Nicoli, M., Vaccaro, C. & Munari, C. 2022. Microplastic accumulation in commercial fish from the Adriatic Sea. Marine Pollution Bulletin, 174, 113279.";"https://doi.org/10.1016/j.marpolbul.2021.113279"
"Marine Fish";"Pleuronectiformes";"Soleidae";"Pegusa";"Pegusa impar";"Central Mediterranean Sea";"Italy";2018;2019;"From December 2018 to March 2019";"Seawater";"A total of 18 out of 30 individuals (60.0%) contained plastic items in their gastrointestinal tract.";"Mistri, M., Sfriso, A.A., Casoni, E., Nicoli, M., Vaccaro, C. & Munari, C. 2022. Microplastic accumulation in commercial fish from the Adriatic Sea. Marine Pollution Bulletin, 174, 113279.";"https://doi.org/10.1016/j.marpolbul.2021.113279"
"Marine Fish";"Mulliformes";"Mullidae";"Mullus";"Mullus surmulletus";"Central Mediterranean Sea";"Italy";2018;2019;"From December 2018 to March 2019";"Seawater";"A total of 20 out of 30 individuals (66.7%) contained plastic items in their gastrointestinal tract.";"Mistri, M., Sfriso, A.A., Casoni, E., Nicoli, M., Vaccaro, C. & Munari, C. 2022. Microplastic accumulation in commercial fish from the Adriatic Sea. Marine Pollution Bulletin, 174, 113279.";"https://doi.org/10.1016/j.marpolbul.2021.113279"
"Marine Fish";"Gobiiformes";"Gobiidae";"Gobius";"Gobius paganellus";"Central Mediterranean Sea";"Italy";2018;2019;"From December 2018 to March 2019";"Seawater";"A total of 14 out of 30 individuals (46.7%) contained plastic items in their gastrointestinal tract.";"Mistri, M., Sfriso, A.A., Casoni, E., Nicoli, M., Vaccaro, C. & Munari, C. 2022. Microplastic accumulation in commercial fish from the Adriatic Sea. Marine Pollution Bulletin, 174, 113279.";"https://doi.org/10.1016/j.marpolbul.2021.113279"
"Marine Mammal";"Carnivora";"Otariidae";"Arctocephalus ";"Arctocephalus australis";"East South Pacific Ocean";"Peru";2016;2020;"From January 2016 to February 2020";"Seawater";"A total of 18 out of 83 individuals (21.7%) were reported to have a fishing hook at the mouth or snout. A total of 34 out of 83 individuals (41.0%) were reported to interact with plastic bags (i.e., biting and/or throwing them into the air).";"Ayala, F., Castillo-Morales, K. & Cárdenas-Alayza, S. 2022. Impact of marine debris recorded in a sympatric colony of otariids in the south coast of Peru. Marine Pollution Bulletin, 174, 113281.";"https://doi.org/10.1016/j.marpolbul.2021.113281"
"Marine Mammal";"Carnivora";"Otariidae";"Otaria";"Otaria byronia";"East South Pacific Ocean";"Peru";2016;2020;"From January 2016 to February 2020";"Seawater";"A total of four out of 22 individuals (22.2%) were reported to have a fishing hook at the mouth or snout. A total of 13 out of 22 individuals (72.2%) were reported to interact with plastic bags (i.e., biting and/or throwing them into the air).";"Ayala, F., Castillo-Morales, K. & Cárdenas-Alayza, S. 2022. Impact of marine debris recorded in a sympatric colony of otariids in the south coast of Peru. Marine Pollution Bulletin, 174, 113281.";"https://doi.org/10.1016/j.marpolbul.2021.113281"
"Marine Fish";"Pleuronectiformes";"Pleuronectidae";"Paralichthys ";"Paralichthys olivaceus";"West North Pacific Ocean";"China";2022;2022;"Previous to 2022";"Laboratory experiment";"Laboratory experiment";"Wang, J., Li, X., Li, P., Li, L., Zhao, L., Ru, S. & Zhang, D. 2022. Porous microplastics enhance polychlorinated biphenyls-induced thyroid disruption in juvenile Japanese flounder (Paralichthys olivaceus). Marine Pollution Bulletin, 174, 113289.";"https://doi.org/10.1016/j.marpolbul.2021.113289"
"Mollusks (Marine Bivalves)";"Venerida";"Veneridae";"Meretrix ";"Meretrix lyrata";"West Pacific Ocean";"Vietnam";2016;2016;"From March to August and in October 2016";"Seawater";"All individuals (n=35) contained fibers in their tissues. An average of 3.6 ± 2.1 fibres per individual−1 was reported.";"Kieu-Le, T.C., Tran, Q.V. & Strady, E. 2022. Anthropogenic fibres in white clams, Meretrix lyrata, cultivated downstream a developing megacity, Ho Chi Minh City, Viet Nam. Marine Pollution Bulletin, 174, 113302.";"https://doi.org/10.1016/j.marpolbul.2021.113302"
"Marine Fish";"Eupercaria";"Sparidae";"Dentex";"Dentex tumifrons";"West North Pacific Ocean";"Japan";2017;2018;"From 2017 to 2018";"Seawater";"One of the 20 individuals (5.0%) investigated contained plastic items in their gastrointestinal tracts.";"Yagi, M., Kobayashi, T., Maruyama, Y., Hoshina, S., Masumi, S., Aizawa, I., Uchida, J., Kinoshita, T., Yamawaki, N., Aoshima, T., Morii, Y. & Shimizu, K. 2022. Microplastic pollution of commercial fishes from coastal and offshore waters in southwestern Japan. Marine Pollution Bulletin, 174, 113304.";"https://doi.org/10.1016/j.marpolbul.2021.113304"
"Marine Fish";"Zeiformes";"Zeidae";"Zeus";"Zeus faber";"West North Pacific Ocean";"Japan";2017;2018;"From 2017 to 2018";"Seawater";"A total of nine out of 59 individuals (15.3%) contained plastic items in their gastrointestinal tract.";"Yagi, M., Kobayashi, T., Maruyama, Y., Hoshina, S., Masumi, S., Aizawa, I., Uchida, J., Kinoshita, T., Yamawaki, N., Aoshima, T., Morii, Y. & Shimizu, K. 2022. Microplastic pollution of commercial fishes from coastal and offshore waters in southwestern Japan. Marine Pollution Bulletin, 174, 113304.";"https://doi.org/10.1016/j.marpolbul.2021.113304"
"Marine Fish";"Syngnathiformes";"Centriscidae ";"Macroramphosus ";"Macroramphosus scolopax";"West North Pacific Ocean";"Japan";2017;2018;"From 2017 to 2018";"Seawater";"A total of three out of 39 individuals (7.7%) contained plastic items in their gastrointestinal tract.";"Yagi, M., Kobayashi, T., Maruyama, Y., Hoshina, S., Masumi, S., Aizawa, I., Uchida, J., Kinoshita, T., Yamawaki, N., Aoshima, T., Morii, Y. & Shimizu, K. 2022. Microplastic pollution of commercial fishes from coastal and offshore waters in southwestern Japan. Marine Pollution Bulletin, 174, 113304.";"https://doi.org/10.1016/j.marpolbul.2021.113304"
"Marine Fish";"Carangiformes";"Carangidae";"Carangoides ";"Carangoides equula";"West North Pacific Ocean";"Japan";2017;2018;"From 2017 to 2018";"Seawater";"A total of 10 out of 73 individuals (13.7%) contained plastic items in their gastrointestinal tract.";"Yagi, M., Kobayashi, T., Maruyama, Y., Hoshina, S., Masumi, S., Aizawa, I., Uchida, J., Kinoshita, T., Yamawaki, N., Aoshima, T., Morii, Y. & Shimizu, K. 2022. Microplastic pollution of commercial fishes from coastal and offshore waters in southwestern Japan. Marine Pollution Bulletin, 174, 113304.";"https://doi.org/10.1016/j.marpolbul.2021.113304"
"Marine Fish";"Carangiformes";"Carangidae";"Trachurus";"Trachurus japonicus";"West North Pacific Ocean";"Japan";2017;2018;"From 2017 to 2018";"Seawater";"A total of 17 out of 86 individuals (19.8%) contained plastic items in their gastrointestinal tract.";"Yagi, M., Kobayashi, T., Maruyama, Y., Hoshina, S., Masumi, S., Aizawa, I., Uchida, J., Kinoshita, T., Yamawaki, N., Aoshima, T., Morii, Y. & Shimizu, K. 2022. Microplastic pollution of commercial fishes from coastal and offshore waters in southwestern Japan. Marine Pollution Bulletin, 174, 113304.";"https://doi.org/10.1016/j.marpolbul.2021.113304"
"Marine Fish";"Scombriformes";"Scombridae";"Scomber";"Scomber japonicus";"West North Pacific Ocean";"Japan";2017;2018;"From 2017 to 2018";"Seawater";"A total of 32 out of 64 individuals (50.0%) contained plastic items in their gastrointestinal tract.";"Yagi, M., Kobayashi, T., Maruyama, Y., Hoshina, S., Masumi, S., Aizawa, I., Uchida, J., Kinoshita, T., Yamawaki, N., Aoshima, T., Morii, Y. & Shimizu, K. 2022. Microplastic pollution of commercial fishes from coastal and offshore waters in southwestern Japan. Marine Pollution Bulletin, 174, 113304.";"https://doi.org/10.1016/j.marpolbul.2021.113304"
"Marine Fish";"Eupercaria";"Sciaenidae";"Johnius";"Johnius fasciatus";"South China Sea";"China";2019;2019;"November 2019";"Seawater";"Plastic items were reported in the gastrointestinal tract and the gills (n=20).";"Wei, L., Wang, D., Aierken, R., Wu, F., Dai, Y., Wang, X., Fang, C., Zhao, L. & Zhen, Y. 2022. The prevalence and potential implications of microplastic contamination in marine fishes from Xiamen Bay, China. Marine Pollution Bulletin, 174, 113306.";"https://doi.org/10.1016/j.marpolbul.2021.113306"
"Marine Fish";"Eupercaria";"Sciaenidae";"Sciaena";"Sciaena russelli";"South China Sea";"China";2019;2019;"November 2019";"Seawater";"Plastic items were reported in the gastrointestinal tract and the gills (n=16). Unnaccepted scientific name, see Dendrophysa russelii";"Wei, L., Wang, D., Aierken, R., Wu, F., Dai, Y., Wang, X., Fang, C., Zhao, L. & Zhen, Y. 2022. The prevalence and potential implications of microplastic contamination in marine fishes from Xiamen Bay, China. Marine Pollution Bulletin, 174, 113306.";"https://doi.org/10.1016/j.marpolbul.2021.113306"
"Marine Fish";"Eupercaria";"Sciaenidae";"Sciaena";"Dendrophysa russelii";"South China Sea";"China";2019;2019;"November 2019";"Seawater";"In the publication was referred as Sciaena russelli. Plastic items were reported in the gastrointestinal tract and the gills (n=16).";"Wei, L., Wang, D., Aierken, R., Wu, F., Dai, Y., Wang, X., Fang, C., Zhao, L. & Zhen, Y. 2022. The prevalence and potential implications of microplastic contamination in marine fishes from Xiamen Bay, China. Marine Pollution Bulletin, 174, 113306.";"https://doi.org/10.1016/j.marpolbul.2021.113306"
"Marine Fish";"Eupercaria";"Sciaenidae";"Johnius";"Johnius grypotus";"South China Sea";"China";2019;2019;"November 2019";"Seawater";"Plastic items were reported in the gastrointestinal tract and the gills (n=15).";"Wei, L., Wang, D., Aierken, R., Wu, F., Dai, Y., Wang, X., Fang, C., Zhao, L. & Zhen, Y. 2022. The prevalence and potential implications of microplastic contamination in marine fishes from Xiamen Bay, China. Marine Pollution Bulletin, 174, 113306.";"https://doi.org/10.1016/j.marpolbul.2021.113306"
"Marine Fish";"Clupeiformes";"Engraulidae";"Coilia";"Coilia mystus";"South China Sea";"China";2019;2019;"November 2019";"Seawater";"Plastic items were reported in the gastrointestinal tract and the gills (n=8).";"Wei, L., Wang, D., Aierken, R., Wu, F., Dai, Y., Wang, X., Fang, C., Zhao, L. & Zhen, Y. 2022. The prevalence and potential implications of microplastic contamination in marine fishes from Xiamen Bay, China. Marine Pollution Bulletin, 174, 113306.";"https://doi.org/10.1016/j.marpolbul.2021.113306"
"Marine Fish";"Clupeiformes";"Dorosomatidae";"Konosirus";"Konosirus punctatus";"South China Sea";"China";2019;2019;"November 2019";"Seawater";"Plastic items were reported in the gastrointestinal tract and the gills (n=8).";"Wei, L., Wang, D., Aierken, R., Wu, F., Dai, Y., Wang, X., Fang, C., Zhao, L. & Zhen, Y. 2022. The prevalence and potential implications of microplastic contamination in marine fishes from Xiamen Bay, China. Marine Pollution Bulletin, 174, 113306.";"https://doi.org/10.1016/j.marpolbul.2021.113306"
